Date,Open,High,Low,Close,Adj Close,Volume
2014-08-21,6380.0,6380.0,6300.0,6380.0,4713.181640625,2590500
2014-08-22,6320.0,6400.0,6300.0,6320.0,4668.85791015625,7270000
2014-08-25,6300.0,6370.0,6300.0,6300.0,4654.08154296875,2970500
2014-08-26,6335.0,6365.0,6280.0,6335.0,4679.9384765625,8420500
2014-08-27,6390.0,6390.0,6265.0,6390.0,4720.568359375,5323500
2014-08-28,6420.0,6420.0,6340.0,6420.0,4742.72998046875,6384500
2014-08-29,6205.0,6415.0,6205.0,6205.0,4583.900390625,8903500
2014-09-01,6400.0,6400.0,6290.0,6400.0,4727.95556640625,4193500
2014-09-02,6400.0,6420.0,6395.0,6400.0,4727.95556640625,2877000
2014-09-03,6400.0,6410.0,6320.0,6400.0,4727.95556640625,2102000
2014-09-04,6335.0,6410.0,6290.0,6335.0,4679.9384765625,5726500
2014-09-05,6365.0,6385.0,6295.0,6365.0,4702.099609375,5397000
2014-09-08,6370.0,6395.0,6345.0,6370.0,4705.79345703125,4074500
2014-09-09,6260.0,6390.0,6235.0,6260.0,4624.53271484375,5552500
2014-09-10,6230.0,6260.0,6220.0,6230.0,4602.36962890625,3408500
2014-09-11,6235.0,6360.0,6220.0,6235.0,4606.0625,5412000
2014-09-12,6260.0,6320.0,6225.0,6260.0,4624.53271484375,5078000
2014-09-15,6265.0,6300.0,6230.0,6265.0,4628.22607421875,2954000
2014-09-16,6320.0,6340.0,6220.0,6320.0,4668.85791015625,7236500
2014-09-17,6380.0,6380.0,6350.0,6380.0,4713.181640625,4624000
2014-09-18,6395.0,6395.0,6340.0,6395.0,4724.26220703125,2805000
2014-09-19,6350.0,6395.0,6305.0,6350.0,4691.01953125,9786500
2014-09-22,6395.0,6395.0,6320.0,6395.0,4724.26220703125,3984500
2014-09-23,6300.0,6350.0,6300.0,6300.0,4654.08154296875,5419500
2014-09-24,6265.0,6380.0,6265.0,6265.0,4628.22607421875,2992500
2014-09-25,6260.0,6370.0,6260.0,6260.0,4624.53271484375,3275500
2014-09-26,6360.0,6360.0,6205.0,6360.0,4698.40625,4100500
2014-09-29,6400.0,6400.0,6260.0,6400.0,4727.95556640625,5803500
2014-09-30,6360.0,6400.0,6300.0,6360.0,4698.40625,7498000
2014-10-01,6360.0,6390.0,6315.0,6360.0,4698.40625,4520000
2014-10-02,6330.0,6380.0,6285.0,6330.0,4676.244140625,5440000
2014-10-03,6155.0,6360.0,6155.0,6155.0,4546.96240234375,5775500
2014-10-06,6150.0,6255.0,6140.0,6150.0,4543.27099609375,4035000
2014-10-07,6130.0,6200.0,6100.0,6130.0,4528.49560546875,8584500
2014-10-08,6115.0,6195.0,6100.0,6115.0,4517.41455078125,8111500
2014-10-09,6140.0,6240.0,6140.0,6140.0,4535.88330078125,2538000
2014-10-10,6160.0,6205.0,6100.0,6160.0,4550.65771484375,2720000
2014-10-13,6100.0,6155.0,6100.0,6100.0,4506.3330078125,3573000
2014-10-14,6185.0,6230.0,6100.0,6185.0,4569.1259765625,6995000
2014-10-15,6220.0,6265.0,6185.0,6220.0,4594.98291015625,5868500
2014-10-16,6185.0,6290.0,6145.0,6185.0,4569.1259765625,4644000
2014-10-17,6390.0,6400.0,6160.0,6390.0,4720.568359375,12403000
2014-10-20,6235.0,6440.0,6235.0,6235.0,4606.0625,10222500
2014-10-21,6325.0,6400.0,6285.0,6325.0,4672.54931640625,6021000
2014-10-22,6405.0,6410.0,6360.0,6405.0,4731.650390625,7192000
2014-10-23,6240.0,6440.0,6235.0,6240.0,4609.75634765625,21049000
2014-10-24,6120.0,6205.0,6050.0,6120.0,4521.10888671875,18269500
2014-10-27,6010.0,6135.0,6010.0,6010.0,4439.8466796875,11940500
2014-10-28,5975.0,6055.0,5925.0,5975.0,4413.990234375,11860500
2014-10-29,6220.0,6220.0,5990.0,6220.0,4594.98291015625,10107000
2014-10-30,6090.0,6170.0,6050.0,6090.0,4498.94482421875,10366500
2014-10-31,6080.0,6120.0,5995.0,6080.0,4491.55810546875,13573500
2014-11-03,6090.0,6120.0,6030.0,6090.0,4498.94482421875,10195000
2014-11-04,6075.0,6090.0,6055.0,6075.0,4487.8642578125,4815000
2014-11-05,6065.0,6080.0,6050.0,6065.0,4480.4775390625,6259000
2014-11-06,6020.0,6085.0,6020.0,6020.0,4447.23291015625,6373000
2014-11-07,5960.0,6040.0,5960.0,5960.0,4402.90966796875,8196000
2014-11-10,5985.0,6055.0,5940.0,5985.0,4421.37744140625,5850500
2014-11-11,6105.0,6120.0,5995.0,6105.0,4510.0263671875,6663500
2014-11-12,6110.0,6130.0,6060.0,6110.0,4513.7197265625,3480000
2014-11-13,6130.0,6130.0,6060.0,6130.0,4528.49560546875,3355500
2014-11-14,6090.0,6165.0,6060.0,6090.0,4498.94482421875,5726500
2014-11-17,6090.0,6275.0,6080.0,6210.0,4587.5947265625,8667000
2014-11-18,6320.0,6325.0,6210.0,6320.0,4668.85791015625,6681000
2014-11-19,6220.0,6355.0,6205.0,6220.0,4594.98291015625,5876500
2014-11-20,6280.0,6280.0,6160.0,6280.0,4639.3076171875,6944000
2014-11-21,6290.0,6290.0,6205.0,6290.0,4646.69482421875,4220500
2014-11-24,6300.0,6300.0,6220.0,6300.0,4654.08154296875,5295500
2014-11-25,6340.0,6340.0,6225.0,6340.0,4683.63232421875,11673500
2014-11-26,6320.0,6340.0,6225.0,6320.0,4668.85791015625,5185500
2014-11-27,6400.0,6400.0,6260.0,6400.0,4727.95556640625,7736500
2014-11-28,6360.0,6400.0,6330.0,6360.0,4698.40625,3067500
2014-12-01,6360.0,6360.0,6260.0,6275.0,4635.61279296875,9168500
2014-12-02,6260.0,6360.0,6240.0,6255.0,4620.83935546875,24952500
2014-12-03,6240.0,6280.0,6205.0,6255.0,4671.02099609375,5042000
2014-12-04,6260.0,6420.0,6255.0,6315.0,4715.8271484375,11227500
2014-12-05,6280.0,6380.0,6280.0,6335.0,4730.76220703125,2669500
2014-12-08,6340.0,6340.0,6210.0,6230.0,4652.35205078125,6200500
2014-12-09,6200.0,6235.0,6195.0,6205.0,4633.6826171875,8040000
2014-12-10,6205.0,6225.0,6200.0,6220.0,4644.8837890625,4364000
2014-12-11,6215.0,6215.0,6180.0,6180.0,4615.013671875,12949000
2014-12-12,6180.0,6210.0,6180.0,6195.0,4626.2138671875,5052000
2014-12-15,6110.0,6250.0,6105.0,6245.0,4663.55322265625,5897500
2014-12-16,6205.0,6255.0,6120.0,6240.0,4659.8193359375,9154000
2014-12-17,6255.0,6300.0,6140.0,6140.0,4585.142578125,7635500
2014-12-18,6220.0,6340.0,6185.0,6340.0,4734.49658203125,6115000
2014-12-19,6350.0,6400.0,6305.0,6400.0,4779.30126953125,9887500
2014-12-22,6400.0,6400.0,6300.0,6300.0,4704.625,3543500
2014-12-23,6345.0,6360.0,6300.0,6300.0,4704.625,3349500
2014-12-24,6310.0,6385.0,6300.0,6305.0,4708.35986328125,1758000
2014-12-29,6380.0,6390.0,6330.0,6390.0,4771.8349609375,2968000
2014-12-30,6345.0,6460.0,6340.0,6460.0,4824.107421875,9054500
2015-01-02,6460.0,6525.0,6455.0,6505.0,4857.71240234375,3834500
2015-01-05,6495.0,6505.0,6455.0,6495.0,4850.24462890625,8807000
2015-01-06,6460.0,6500.0,6430.0,6495.0,4850.24462890625,7003500
2015-01-07,6500.0,6740.0,6500.0,6625.0,4947.32373046875,14507000
2015-01-08,6620.0,6690.0,6620.0,6675.0,4984.66259765625,13274500
2015-01-09,6620.0,6690.0,6595.0,6645.0,4962.259765625,10390000
2015-01-12,6575.0,6580.0,6420.0,6420.0,4794.236328125,6130500
2015-01-13,6520.0,6620.0,6495.0,6600.0,4928.65380859375,5970500
2015-01-14,6645.0,6650.0,6530.0,6530.0,4876.3818359375,4891000
2015-01-15,6545.0,6600.0,6530.0,6545.0,4887.5830078125,1630000
2015-01-16,6595.0,6800.0,6530.0,6700.0,5003.33203125,4857000
2015-01-19,6700.0,6800.0,6680.0,6800.0,5078.00830078125,5275500
2015-01-20,6735.0,6840.0,6735.0,6840.0,5107.87841796875,12651500
2015-01-21,6840.0,7190.0,6840.0,7190.0,5369.24755859375,14445000
2015-01-22,7000.0,7200.0,7000.0,7160.0,5346.8447265625,6515500
2015-01-23,7210.0,7255.0,7160.0,7240.0,5406.583984375,11648500
2015-01-26,7220.0,7220.0,6825.0,7100.0,5302.03857421875,17868500
2015-01-27,7100.0,7125.0,6965.0,7105.0,5305.77197265625,5894500
2015-01-28,7100.0,7140.0,7045.0,7100.0,5302.03857421875,5197500
2015-01-29,7120.0,7130.0,7025.0,7075.0,5283.36962890625,5218500
2015-01-30,7120.0,7180.0,7100.0,7165.0,5350.57763671875,9832000
2015-02-02,7200.0,7335.0,7150.0,7235.0,5402.8515625,7491500
2015-02-03,7220.0,7300.0,7220.0,7275.0,5432.72265625,2952500
2015-02-04,7270.0,7300.0,7265.0,7280.0,5436.45654296875,8229500
2015-02-05,7200.0,7200.0,6970.0,7050.0,5264.69970703125,14658000
2015-02-06,7000.0,7400.0,7000.0,7330.0,5473.7939453125,11806000
2015-02-09,7380.0,7380.0,7200.0,7225.0,5395.38427734375,3611500
2015-02-10,7225.0,7335.0,7100.0,7100.0,5302.03857421875,8954500
2015-02-11,7200.0,7200.0,7115.0,7135.0,5328.17529296875,6351500
2015-02-12,7135.0,7135.0,7040.0,7135.0,5328.17529296875,4965500
2015-02-13,7160.0,7280.0,7080.0,7265.0,5425.2548828125,5548000
2015-02-16,7285.0,7285.0,7020.0,7020.0,5242.29638671875,5764000
2015-02-17,7120.0,7180.0,7070.0,7180.0,5361.77978515625,4037500
2015-02-18,7180.0,7200.0,7100.0,7100.0,5302.03857421875,5194500
2015-02-20,7100.0,7160.0,7060.0,7065.0,5275.900390625,6567500
2015-02-23,7080.0,7220.0,7080.0,7210.0,5384.1826171875,6402000
2015-02-24,7200.0,7210.0,7140.0,7205.0,5380.44873046875,5669000
2015-02-25,7220.0,7270.0,7205.0,7270.0,5428.98876953125,6600000
2015-02-26,7230.0,7330.0,7145.0,7300.0,5451.39111328125,8736500
2015-02-27,7225.0,7285.0,7200.0,7200.0,5376.71435546875,9971000
2015-03-02,7200.0,7300.0,7150.0,7280.0,5436.45654296875,6018500
2015-03-03,7250.0,7330.0,7215.0,7215.0,5387.91650390625,9230000
2015-03-04,7240.0,7270.0,7210.0,7220.0,5391.64990234375,3130000
2015-03-05,7250.0,7345.0,7220.0,7250.0,5414.052734375,5711000
2015-03-06,7300.0,7560.0,7270.0,7560.0,5645.55029296875,12435000
2015-03-09,7500.0,7500.0,7410.0,7500.0,5600.744140625,10916500
2015-03-10,7460.0,7560.0,7305.0,7560.0,5645.55029296875,11208000
2015-03-11,7500.0,7750.0,7420.0,7750.0,5787.435546875,17267000
2015-03-12,7750.0,7965.0,7700.0,7965.0,5947.990234375,11804000
2015-03-13,7960.0,8025.0,7900.0,7975.0,5955.45849609375,7656500
2015-03-16,7975.0,7975.0,7900.0,7915.0,5910.6533203125,7660000
2015-03-17,7915.0,7970.0,7775.0,7800.0,5824.7744140625,6808500
2015-03-18,7790.0,7790.0,7500.0,7500.0,5600.744140625,10806000
2015-03-19,7600.0,7700.0,7600.0,7660.0,5720.2275390625,7586000
2015-03-20,7660.0,7695.0,7615.0,7660.0,5720.2275390625,10655500
2015-03-23,7665.0,7760.0,7665.0,7725.0,5768.767578125,4662500
2015-03-24,7730.0,7800.0,7725.0,7780.0,5809.8388671875,10474000
2015-03-25,7750.0,7780.0,7740.0,7765.0,5798.63720703125,10222500
2015-03-26,7750.0,7815.0,7700.0,7700.0,5750.0986328125,7382500
2015-03-27,7740.0,7880.0,7740.0,7820.0,5839.70947265625,8610000
2015-03-30,7880.0,7980.0,7880.0,7930.0,5921.853515625,7540000
2015-03-31,8100.0,8100.0,7930.0,7930.0,5921.853515625,18220500
2015-04-01,7840.0,7920.0,7795.0,7805.0,5828.50830078125,8069500
2015-04-02,7910.0,7910.0,7795.0,7810.0,5832.2421875,7393000
2015-04-06,7815.0,7915.0,7815.0,7860.0,5869.580078125,1876000
2015-04-07,7860.0,7980.0,7860.0,7960.0,5944.2568359375,7161000
2015-04-08,7965.0,7975.0,7735.0,7740.0,5779.9697265625,14001500
2015-04-09,7750.0,7870.0,7750.0,7870.0,5877.04736328125,7920000
2015-04-10,7900.0,7900.0,7860.0,7880.0,5884.51513671875,5671000
2015-04-13,7955.0,7955.0,7800.0,7955.0,5940.5234375,6549500
2015-04-14,7955.0,7955.0,7700.0,7750.0,5787.435546875,11763500
2015-04-15,7840.0,7840.0,7660.0,7725.0,5768.767578125,8007500
2015-04-16,7725.0,7785.0,7535.0,7620.0,5690.35595703125,15871000
2015-04-17,7650.0,7730.0,7625.0,7625.0,5694.08984375,5969000
2015-04-20,7680.0,7725.0,7655.0,7680.0,5735.16259765625,6129500
2015-04-21,7740.0,8000.0,7735.0,8000.0,5974.126953125,12077000
2015-04-22,8000.0,8215.0,7840.0,8070.0,6026.400390625,17378000
2015-04-23,8105.0,8500.0,8090.0,8350.0,6235.49560546875,14634000
2015-04-24,8600.0,8685.0,8500.0,8600.0,6422.1875,10015000
2015-04-27,8060.0,8600.0,8060.0,8415.0,6284.0361328125,10850000
2015-04-28,8415.0,8900.0,8245.0,8900.0,6646.2158203125,10102000
2015-04-29,8900.0,8900.0,7920.0,8450.0,6310.1728515625,24537000
2015-04-30,8300.0,8820.0,8100.0,8520.0,6362.44482421875,21140500
2015-05-04,8520.0,8820.0,8520.0,8600.0,6422.1875,6918500
2015-05-05,8620.0,8860.0,8620.0,8835.0,6597.6767578125,10615000
2015-05-06,8660.0,9200.0,8660.0,9035.0,6747.03125,13108000
2015-05-07,9035.0,9100.0,8680.0,8680.0,6481.9287109375,8848000
2015-05-08,8900.0,8960.0,8800.0,8800.0,6571.54150390625,8868500
2015-05-11,8820.0,8890.0,8715.0,8730.0,6519.26611328125,2693000
2015-05-12,8780.0,8780.0,8500.0,8500.0,6347.51025390625,8701000
2015-05-13,8700.0,8700.0,8460.0,8460.0,6317.64013671875,7739000
2015-05-15,8430.0,8750.0,8430.0,8700.0,6496.86376953125,7701500
2015-05-18,8710.0,8775.0,8630.0,8770.0,6549.13818359375,3913000
2015-05-19,8760.0,8790.0,8630.0,8770.0,6549.13818359375,8995000
2015-05-20,8770.0,8770.0,8670.0,8670.0,6474.46044921875,5985500
2015-05-21,8685.0,8755.0,8545.0,8570.0,6399.783203125,6452500
2015-05-22,8700.0,8780.0,8600.0,8755.0,6537.93603515625,9487500
2015-05-25,8755.0,8910.0,8755.0,8880.0,6631.2802734375,6949000
2015-05-26,8850.0,9200.0,8825.0,9145.0,6829.17431640625,14613500
2015-05-27,9145.0,9155.0,8870.0,8900.0,6646.2158203125,7873500
2015-05-28,8990.0,9025.0,8915.0,8990.0,6713.42529296875,20237000
2015-05-29,8950.0,9080.0,8660.0,8660.0,6466.9931640625,20783000
2015-06-01,8700.0,8740.0,8600.0,8640.0,6452.05712890625,5113500
2015-06-03,8660.0,8735.0,8500.0,8720.0,6511.798828125,9397500
2015-06-04,8630.0,8715.0,8530.0,8530.0,6369.9130859375,12987500
2015-06-05,8500.0,8520.0,8400.0,8430.0,6295.2373046875,8897000
2015-06-08,8420.0,8430.0,8180.0,8310.0,6205.62451171875,12999000
2015-06-09,8310.0,8310.0,7900.0,7940.0,5929.3212890625,16853500
2015-06-10,7940.0,8315.0,7940.0,8270.0,6175.75439453125,10440000
2015-06-11,8300.0,8390.0,8080.0,8130.0,6071.20703125,11600000
2015-06-12,8160.0,8340.0,8160.0,8245.0,6157.08544921875,3736000
2015-06-15,8180.0,8230.0,8060.0,8060.0,6018.93310546875,6086500
2015-06-16,8000.0,8145.0,8000.0,8000.0,6036.43896484375,5281000
2015-06-17,8080.0,8235.0,8080.0,8185.0,6176.03076171875,6588500
2015-06-18,8185.0,8315.0,8185.0,8300.0,6262.8056640625,7345000
2015-06-19,8300.0,8400.0,8290.0,8290.0,6255.259765625,8467500
